player_id,therapy_id,item_id,x_coord,y_coord,hit,color
3,1,0,7.4,1,True,Green
3,1,1,7.4,1,True,Green
3,1,2,6.3,1,True,Green
3,1,3,6.3,2,True,Green
3,1,4,6.3,1,True,Yellow
3,1,5,8.5,1,False,Red
3,1,6,7.4,3,True,Green
3,1,7,8.5,3,False,Red
3,1,8,6.3,3,False,Green
3,1,9,6.3,3,False,Blue
3,1,10,6.3,2,True,Red
3,1,11,6.3,2,False,Red
3,1,12,7.4,1,False,Red
3,1,13,8.5,2,False,Yellow
3,1,14,6.3,2,False,Blue
3,1,15,7.4,3,True,Yellow
3,1,16,8.5,3,False,Red
3,1,17,7.4,1,False,Red
3,1,18,7.4,1,True,Blue
3,1,19,7.4,1,False,Yellow
3,1,20,6.3,1,False,Blue
3,1,21,8.5,2,False,Red
3,1,22,6.3,1,False,Green
3,1,23,7.4,1,True,Blue
3,1,24,8.5,2,False,Yellow
3,1,25,8.5,2,False,Blue
3,1,26,8.5,2,False,Green
3,1,27,7.4,3,True,Yellow
3,1,28,6.3,1,False,Red
3,1,29,7.4,1,True,Blue
3,1,30,6.3,1,False,Blue
3,1,31,7.4,3,True,Blue
3,1,32,6.3,2,False,Green
3,1,33,7.4,1,True,Red
3,1,34,8.5,2,False,Blue
3,1,35,6.3,2,True,Blue
3,1,36,6.3,1,False,Red
3,1,37,6.3,3,False,Red
3,1,38,7.4,3,True,Green
3,1,39,6.3,1,False,Blue
3,1,40,8.5,3,False,Red
3,1,41,8.5,3,False,Red
3,1,42,6.3,3,True,Blue
3,1,43,6.3,1,False,Green
3,1,44,6.3,2,True,Yellow
3,1,45,8.5,1,False,Blue
3,1,46,6.3,2,True,Yellow
3,1,47,8.5,1,False,Red
3,1,48,8.5,3,False,Yellow
3,1,49,7.4,1,True,Red
3,1,50,8.5,1,False,Yellow
3,1,51,8.5,3,False,Green
3,1,52,6.3,3,False,Red
3,1,53,8.5,2,True,Yellow
3,1,54,6.3,3,False,Blue
3,1,55,6.3,3,False,Red
3,1,56,6.3,3,False,Green
3,1,57,7.4,1,False,Yellow
3,1,58,8.5,2,True,Blue
3,1,59,6.3,1,False,Yellow
3,1,60,6.3,1,False,Green
3,1,61,6.3,2,False,Blue
3,1,62,7.4,3,True,Blue
3,1,63,7.4,3,True,Yellow
3,1,64,6.3,2,False,Green
3,1,65,8.5,1,False,Red
3,1,66,8.5,3,True,Blue
3,1,67,6.3,2,False,Red
3,1,68,6.3,2,False,Yellow
3,1,69,8.5,1,False,Green
3,1,0,7.4,1,True,Green
3,1,1,7.4,1,True,Green
3,1,2,6.3,1,True,Green
3,1,3,6.3,2,True,Green
3,1,4,6.3,1,True,Yellow
3,1,5,8.5,1,False,Red3,1,0,6.3,3,True,Blue,3/17/2019 12:00:00 AM
3,1,1,6.3,2,True,Green,3/17/2019 12:00:00 AM
3,1,2,6.3,1,False,Green,3/17/2019 12:00:00 AM
3,1,3,7.4,3,True,Green,3/17/2019 12:00:00 AM
3,1,4,7.4,1,False,Green,3/17/2019 12:00:00 AM
3,1,5,7.4,1,True,Yellow,3/17/2019 12:00:00 AM
3,1,6,6.3,2,False,Red,3/17/2019 12:00:00 AM
