player_id,therapy_id,item_id,x_coord,y_coord,hit,color
0,0,0,7.4,3,True,Green
0,0,1,7.4,3,True,White
0,0,2,6.3,1,False,Green
0,0,3,6.3,1,True,Black
0,0,4,8.5,2,True,White
0,0,5,8.5,3,False,Green
0,0,6,7.4,1,True,Green
0,0,7,7.4,1,True,White
0,0,8,8.5,3,False,Black
0,0,9,8.5,3,True,Black
0,0,10,8.5,2,True,Red
0,0,11,8.5,2,False,Red
0,0,12,6.3,3,False,Black
0,0,13,6.3,2,True,Black
0,0,14,8.5,1,True,White
0,0,15,8.5,2,True,Black
0,0,16,7.4,1,True,Black
0,0,17,8.5,3,True,Red
0,0,18,7.4,3,True,Green
0,0,19,8.5,2,True,White
0,0,20,6.3,1,True,Red
0,0,21,6.3,3,True,Green
0,0,22,6.3,1,False,Red
0,0,23,8.5,2,False,Green
0,0,24,6.3,1,False,Black
0,0,25,7.4,3,True,Red
0,0,26,7.4,3,True,White
0,0,27,8.5,2,True,Green
0,0,28,6.3,1,True,Black
0,0,29,6.3,3,True,Black
0,0,30,7.4,1,True,Black
0,0,31,6.3,3,True,Red
0,0,32,8.5,2,True,Black
0,0,33,7.4,3,False,Green
0,0,34,8.5,2,True,Red
0,0,35,8.5,1,False,White
0,0,36,8.5,3,False,Black
0,0,37,6.3,2,False,Black
0,0,38,8.5,3,True,Red
0,0,39,8.5,3,True,Black
0,0,40,6.3,2,True,White
0,0,41,6.3,2,True,Green
0,0,42,6.3,2,False,Green
0,0,43,6.3,1,False,White
0,0,44,8.5,3,True,Black
0,0,45,8.5,1,True,Red
0,0,46,8.5,2,True,White
